,categories_textform,short_name,price,sales_count
4106,BAKING ESSENTIALS,Truvia Calorie Free Sweetener,5.24,63.0
4107,nan,Propel Electrolyte,1.0,
4108,nan,Skin Ultra Sensitive Shave Cream,8.99,
4109,nan,Crush Grape Soda,18.28,
4110,GROCERIES,Trident Spearmint Sugar Free Gum,3.49,0.0
4111,GROCERIES,Broccoli Crowns,1.99,65.0
4112,PERSONAL CARE,Tom,5.99,0.0
4113,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
4114,BEVERAGES,Oral-B Glide Pro-Health Cool Mint Dental Floss,9.49,442.0
4115,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
4116,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
4117,nan,Kellogg,3.54,40.0
4118,nan,Sunkist Zero Sugar Orange Soda,15.4,
4119,PERSONAL CARE,Gillette,26.99,116.0
4120,PERSONAL CARE,Sensodyne Repair,8.49,36.0
4121,GROCERIES,Rapid,11.89,0.0
4122,GROCERIES,Clinical Strength Smooth,8.99,185.0
4123,nan,Preparation H Multi Symptom Hemorrhoid Cream Tube,7.39,
4124,TOYS,Sega Puyo Puyo Tetris,30.98,1.0
4125,PERSONAL CARE,Poligrip Zinc Free Original Denture Adhesive Cream,6.49,0.0
4126,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
4127,GROCERIES,Invisible,8.99,140.0
4128,DELI,Crest Pro-Health Intense Mouthwash,5.29,73.0
4129,BEVERAGES,Folgers Coffee,15.49,1779.0
4130,FROZEN FOOD,Eggo Frozen Waffles,3.54,1527.0
4131,nan,Rockstar Punched,5.28,
4132,nan,Excedrin Migraine Pain Relief Caplets,3.69,
4133,nan,Flavored Sparkling,21.99,
4134,nan,Lipton Iced Tea Mix Black Tea,10.83,
4135,nan,Thoughtfully,22.49,
4136,BEAUTY,Sensodyne Pronamel,14.99,0.0
4137,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
4138,nan,Propel Watermelon,1.0,
4139,nan,Enchilada,4.99,
4140,GROCERIES,Olay Retinol,34.99,10.0
4141,GROCERIES,Trident,3.49,11.0
4142,nan,Coffee Dark Roast Ground Coffee,11.03,
4143,GROCERIES,Insignia Black Micro Usb Vehicle Charger,13.99,43.0
4144,nan,Pringles Potato Crisps Chips,1.74,11.0
4145,nan,Pringles Potato Crisps Chips,1.74,
4146,nan,Pepsi Cola Soda Pop,12.0,
4147,GROCERIES,Clear Gel Antiperspirant Deodorant,8.49,10.0
4148,HEALTH CARE,Advil Pain Reliever,10.99,31.0
4149,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,10.39,0.0
4150,nan,Pringles Potato Crisps Chips,1.74,
4151,nan,Sunkist Zero Sugar Orange Soda,15.4,
4152,GROCERIES,Tom,5.99,7.0
4153,nan,Cream Soda,18.2,
4154,nan,Olay Moisture Ribbons,6.49,
4155,GROCERIES,Nintendo Pokemon,58.98,3.0
4156,nan,Diet Pepsi Cola Soda Pop,3.33,
4157,BEVERAGES,Bloody Mary Mixer,11.79,1.0
4158,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
4159,GROCERIES,Crest Leave-On Teeth Whitening,49.99,109.0
4160,GROCERIES,Invisible,8.99,140.0
4161,PERSONAL CARE,Gillette,26.99,116.0
4162,nan,Centrum Multivitamin,22.99,
4163,nan,Olay Moisture Ribbons,6.49,
4164,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
4165,PERSONAL CARE,Poligrip Additive Free Denture Adhesive Cream,6.49,0.0
4166,nan,Pringles Potato Crisps Chips,1.74,
4167,nan,Pringles Potato Crisps Chips,1.74,
4168,nan,Schweppes Caffeine-Free Ginger Ale,18.75,
4169,nan,Sensodyne Sensitive Teeth Rapid Relief Toothpaste,6.49,
4170,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
4171,GROCERIES,Kellogg,3.54,
4172,nan,Thoughtfully,22.49,
4173,FROZEN FOOD,Eggo Frozen,3.54,55.0
4174,BABY ITEMS,Olay Anti-Aging Face Moisturizer,27.99,139.0
4175,nan,Propel Watermelon Flavored Enhanced,5.98,
4176,nan,Strawberry Preserves,4.99,21.0
4177,nan,Sensodyne Complete Protection Sensitivity Toothpaste,7.29,
4178,nan,Lipton Lemon Iced Tea,18.75,
4179,nan,Kind Bars,10.79,
4180,nan,Propel Watermelon,1.0,
4181,GROCERIES,Fanta Orange Soda,2.75,0.0
4182,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
4183,nan,Kellogg,3.54,40.0
4184,GROCERIES,Spice Invisible,7.99,41.0
4185,GROCERIES,Herbal Essences,9.19,207.0
4186,HOUSEHOLD,Febreze,3.49,147.0
4187,nan,Bull Energy Drink,8.87,
4188,nan,Polar Seltzer,2.94,
4189,VITAMINS & SUPPLEMENTS,Centrum Multigummies,10.99,361.0
4190,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
4191,GROCERIES,Tide,8.49,519.0
4192,nan,Sensodyne Sensitive Teeth Rapid Relief Toothpaste,6.49,
4193,GROCERIES,Sandalwood,10.79,4.0
4194,GROCERIES,Clear Gel Antiperspirant Deodorant,8.49,10.0
4195,SEXUAL WELLNESS,Nature,10.19,0.0
4196,nan,Thoughtfully,22.49,
4197,nan,Diet,2.88,
4198,GROCERIES,Tom,5.99,7.0
4199,HEALTH CARE,Advil Pain Reliever,10.99,31.0
4200,PANTRY,Cinnamon Toast,5.99,47.0
4201,nan,Kellogg,3.54,40.0
4202,nan,Sunpak Rainbow Ringlight,105.98,
4203,GROCERIES,Spice Invisible,7.99,39.0
4204,nan,Bull Energy Drink,8.87,
4205,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
4206,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
4207,BEAUTY,Sensodyne Pronamel,14.99,0.0
4208,nan,Pringles Potato Crisps Chips,2.24,
4209,GROCERIES,Olay Retinol,34.99,10.0
4210,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
4211,PERSONAL CARE,Polident Overnight Whitening Cleanser Tablets,8.99,0.0
4212,nan,Pringles Potato Crisps Chips,2.24,
4213,PERSONAL CARE,Sensodyne Extra Whitening Sensitivity Toothpaste,8.49,84.0
4214,nan,Polar Seltzer,2.94,
4215,nan,Crush Grape Soda,18.28,
4216,HOUSEHOLD,Febreze,3.49,147.0
4217,nan,Spicy Queso Blanco Style,7.79,
4218,HEALTH CARE,Advil Pain Reliever,3.59,31.0
4219,nan,Olay Moisture Outlast,7.99,
4220,nan,Caffeine-Free,25.0,
4221,nan,Muscle Milk Genuine Protein Shake,6.98,
4222,HEALTH CARE,Preparation H Hemorrhoid Cooling Gel Tube,12.49,80.0
4223,nan,Kellogg,3.54,
4224,nan,Bull Energy Drink,8.87,
4225,nan,Pringles Potato Crisps Chips,1.74,
4226,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,185.0
4227,nan,Caffeine-Free,25.0,
4228,nan,Coca-Cola Zero Sugar Soda Pop,4.88,
4229,nan,Diet Mountain Dew Citrus Soda Pop,3.33,
4230,nan,Sunkist Grape Soda,17.99,
4231,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
4232,nan,Sunkist Zero Sugar Orange Soda,15.4,
4233,KITCHEN APPLIANCES,Nutribullet N12-1001 Pro+,105.98,42.0
4234,DELI,Crest Pro-Health Intense Mouthwash,5.29,73.0
4235,nan,Sunkist Zero Sugar Orange Soda,15.4,
4236,nan,Honeywell Black Heat-Genius Ceramic,74.98,
4237,COOKIES,Logitech Keyboard,25.99,0.0
4238,nan,Eone Inglourious Basterds,18.99,
4239,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
4240,nan,Pringles Potato Crisps Chips,1.74,
4241,nan,Caffeine-Free,2.88,
4242,PERSONAL CARE,Spice Aluminum Free Body Spray,8.49,70.0
4243,nan,Sunkist Orange Soda Pop,1.0,
4244,GROCERIES,Fanta Orange Soda,2.75,0.0
4245,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
4246,nan,Essentia Bottled,14.99,
4247,nan,Rc Cola Soda,2.88,
4248,nan,Bull Energy Drink,8.87,
4249,nan,Flavored Sparkling,21.99,
4250,nan,Propel Watermelon Flavored Enhanced,5.98,
4251,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
4252,nan,Pringles Potato Crisps Chips,1.74,11.0
4253,nan,Muscle Milk Genuine Protein Shake,6.98,
4254,COOKIES,Sega Mario,45.98,1.0
4255,nan,Squirt Caffeine-Free Soda,11.34,
4256,DAIRY,Cheez-It Cheese Crackers,4.04,324.0
4257,GROCERIES,Spice Aqua Reef Scent Deodorant,7.99,188.0
4258,nan,Diet Pepsi Cola Soda Pop,3.33,
4259,GROCERIES,Crest Leave-On Teeth Whitening,49.99,109.0
4260,BEVERAGES,Oral-B Glide Pro-Health Cool Mint Dental Floss,9.49,442.0
4261,DAIRY,Orgain Organic,19.59,94.0
4262,nan,Mountain Dew Citrus Soda Pop,10.18,
4263,nan,Diet Pepsi Cola Soda Pop,10.18,
4264,BEVERAGES,Arrowhead Brand,13.59,0.0
4265,nan,Sunkist Orange Soda Pop,1.0,
4266,nan,Cream Soda,18.2,
4267,BEVERAGES,Canada Dry Ginger Ale Soda,2.88,0.0
4268,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
4269,nan,Bull Energy Drink,8.87,
4270,GROCERIES,Olay Cleansing,10.99,3.0
4271,GROCERIES,Pure,10.99,89.0
4272,GROCERIES,Insignia Black,105.98,3.0
4273,nan,Pringles Potato Crisps Chips,1.74,
4274,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,9.39,0.0
4275,BEVERAGES,Herbal Essences Sulfate-Free Honey,8.49,54.0
4276,COOKIES,Parodontax Complete Gum Protection Toothpaste Mint,7.49,2.0
4277,nan,Pepsi Cola Soda Pop,12.0,
4278,GROCERIES,Pure,10.99,89.0
4279,nan,Muscle Milk Genuine Protein Shake,6.98,
4280,nan,Nuun Sport Electrolyte Drink Enhancer,5.98,
4281,nan,Flavored Sparkling,21.99,
4282,nan,Centrum Multivitamin,22.99,
4283,nan,Gerber,2.34,
4284,nan,Lemon Lime Soda Pop,1.0,
4285,PERSONAL CARE,Parodontax Teeth Whitening Toothpaste,7.49,4.0
4286,nan,Mello Yello Citrus Flavored Soda Soft Drinks,26.39,
4287,nan,Mello Yello Citrus Flavored Soda Soft Drinks,26.39,
4288,HEALTH CARE,Advil Pain Reliever,3.59,31.0
4289,nan,Crush Grape Soda,18.28,
4290,nan,Bull Energy Drink,8.87,
4291,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
4292,FROZEN FOOD,Eggo Frozen Waffles,3.54,1527.0
4293,HEALTH & MEDICINE,Preparation H Hemorrhoid Relief Ointment Tube,12.49,214.0
4294,nan,Pepsi Cola Soda Pop,12.0,
4295,nan,Diet Pepsi Cola Soda Pop,10.18,
4296,nan,Squirt Caffeine-Free Soda,11.34,
4297,nan,Cactus Cooler Orange Pineapple Soda Pop,20.78,
4298,nan,Cheez-It Cheese Crackers,4.04,
4299,GROCERIES,Zarbee,8.99,389.0
4300,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,268.0
4301,BABY ITEMS,Burt,4.29,223.0
4302,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
4303,BEVERAGES,Oral-B Glide Pro-Health Cool Mint Dental Floss,9.49,442.0
4304,nan,Kcup Decaf Especial Medium Roast Coffee,11.49,
4305,GROCERIES,Crest Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste,6.99,328.0
4306,nan,Kellogg,3.54,40.0
4307,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,7.29,
4308,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
4309,nan,Diet Pepsi Cola Soda Pop,10.18,
4310,nan,Uncle Lee,23.04,
4311,nan,Cleansing,13.59,
4312,BEVERAGES,Bloody Mary Mixer,11.79,1.0
4313,nan,Larabar,7.29,
4314,GROCERIES,Trident,3.49,11.0
4315,nan,Advil Coated Caplets,13.29,
4316,nan,Prerserves Mango Peach,4.99,11.0
4317,nan,Propel Watermelon,1.0,
4318,GROCERIES,Olay Micro-Sculpting Cream,36.99,371.0
4319,COOKIES,Parodontax Complete Gum Protection Toothpaste Mint,7.49,2.0
4320,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
4321,GROCERIES,Invisible,7.99,251.0
4322,nan,Olay Vitamin,7.49,
4323,FROZEN FOOD,Eggo Frozen Waffles,3.54,1527.0
4324,PERSONAL CARE,Ultra Thin Pads Unscented Size,9.99,237.0
4325,nan,Polar Seltzer,2.94,
4326,nan,Olay,6.99,
4327,GROCERIES,Crest Pro-Health Advanced Gum Protection Toothpaste,2.99,554.0
4328,GROCERIES,Tide,8.49,519.0
4329,GROCERIES,Clinical Strength Smooth,8.99,185.0
4330,FROZEN FOOD,Eggo Frozen Waffles,6.69,1621.0
4331,nan,Olay Moisture Ribbons,6.49,
4332,nan,Sunkist Zero Sugar Orange Soda,2.88,
4333,HEALTH CARE,Preparation H Hemorrhoid Cooling Gel Tube,12.49,80.0
4334,TVS & TV ACCESSORIES,Insignia Black Fixed,45.98,0.0
4335,GROCERIES,Excedrin Migraine Caplets,15.99,113.0
4336,GROCERIES,Swedish Fish Mini Soft,7.24,328.0
4337,GROCERIES,Clinical Strength Smooth,8.99,185.0
4338,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
4339,GROCERIES,Crest Pro-Health Advanced Gum Protection Toothpaste,2.99,554.0
4340,GROCERIES,Kellogg,3.54,
4341,PERSONAL CARE,Ultra Thin Pads Unscented Size,9.99,237.0
4342,nan,Kellogg,3.24,2.0
4343,nan,Cream Soda,18.2,
4344,nan,Mild Spinach,7.49,
4345,nan,Polar Seltzer,2.94,
4346,nan,Pringles Potato Crisps Chips,1.74,
4347,COOKIES,Spice Deodorant,7.49,37.0
4348,GROCERIES,Swedish Fish Mini Soft,7.24,328.0
4349,HEALTH CARE,Advil Pm Pain Reliever,12.79,0.0
4350,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
4351,GROCERIES,Kellogg,3.54,
4352,GROCERIES,Olay Retinol,34.99,10.0
4353,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
4354,nan,Diet Dr Pepper Soda,10.18,
4355,nan,Dr Pepper Soda,10.18,
4356,nan,Larabar Cinnamon Swirl,5.59,
4357,GROCERIES,Oral-B Bacteria Blast Manual Toothbrush,2.49,264.0
4358,nan,Preparation H Multi Symptom Hemorrhoid Cream Tube,7.39,
4359,nan,Olay Moisture Ribbons,6.49,
4360,BEVERAGES,Propel Electrolyte,1.0,320.0
4361,DAIRY,Pampers,47.79,21.0
4362,nan,Sunkist Orange Soda Pop,1.0,
4363,VITAMINS & SUPPLEMENTS,Centrum Multivitamin,21.99,0.0
4364,GROCERIES,Lamb Saag,4.49,5.0
4365,nan,7Up Cherry,18.75,
4366,nan,Corsair Sabre Rgb Pro Wireless,112.98,
4367,GROCERIES,Oral-B,8.99,76.0
4368,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
4369,HEALTH CARE,Advil Pain Reliever,10.99,31.0
4370,GROCERIES,Gillette Mach3,9.99,60.0
4371,GROCERIES,Tom,5.99,7.0
4372,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
4373,nan,Excedrin Extra Strength Headache Relief Caplets,3.79,
4374,BABY ITEMS,Olay Lotion Moisturizer,9.99,164.0
4375,HEALTH CARE,Advil Pain Reliever,10.99,31.0
4376,nan,Organic Number,11.99,23.0
4377,nan,Ibc Cream Soda Made,3.24,
4378,nan,Ruby,2.39,
4379,nan,Advil Coated Caplets,13.29,
4380,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
4381,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
4382,BEVERAGES,Herbal Essences Sulfate-Free Honey,8.49,54.0
4383,CONDIMENTS,Tikka Masala Simmer Sauce,5.79,1.0
4384,COOKIES,Pringles Potato Crisps Chips,6.49,278.0
4385,nan,Organic,4.99,
4386,BREAD & BAKERY,Snpware,5.89,5.0
4387,nan,Muscle Milk Genuine Protein Shake,6.98,
4388,GROCERIES,Organic Lavender Ddorant Spray,4.79,2.0
4389,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
4390,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
4391,DELI,Frizz,11.99,24.0
4392,nan,Mango Cashew Milk Kefir,2.19,2.0
4393,MEAT & SEAFOOD,Ooma Black Telo Voip,76.98,1.0
4394,VITAMINS & SUPPLEMENTS,Align Probiotic Supplement,21.99,3.0
4395,BABY ITEMS,Olay Lotion Moisturizer,9.99,164.0
4396,nan,Kellogg,3.54,40.0
4397,GROCERIES,Maxwell,6.28,0.0
4398,DELI,Crest Pro-Health Intense Mouthwash,5.29,73.0
4399,GROCERIES,Olay Cleansing,10.99,3.0
4400,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
4401,nan,Pringles Potato Crisps Chips,1.74,
4402,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
4403,GROCERIES,Tom,5.99,7.0
4404,BEVERAGES,Supershot Extra Boost Lemon Ginger Oatdrink,5.79,2.0
4405,nan,Pepsi Cola Soda Pop,12.0,
4406,DAIRY,Olay Firming Cream,7.49,131.0
4407,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
4408,nan,Sensodyne Sensitive Teeth Rapid Relief Toothpaste,6.49,
4409,HEALTH & MEDICINE,Advil Pm Pain Reliever,11.49,0.0
4410,nan,Glaceau Smartwater,14.86,
4411,GROCERIES,Antiperspirant Deodorant,11.99,45.0
4412,nan,Multi Collagen Protein Dietary Supplement,27.99,
4413,GROCERIES,Clinical Strength Smooth,8.99,185.0
4414,nan,Primal Snack Mates® Kids Gluten-Free,4.99,
4415,COOKIES,Orgain Organic,19.59,114.0
4416,PERSONAL CARE,Poligrip Zinc Free Original Denture Adhesive Cream,6.49,0.0
4417,nan,Zz Bloody Mary Mix,4.48,
4418,nan,Sensodyne Sensitive Teeth Rapid Relief Toothpaste,6.49,
4419,HOME,Spice Anti-Perspirant Deodorant,7.99,0.0
4420,nan,Bull Energy Drink,8.87,
4421,nan,Barq,6.18,
4422,PET CARE,Sensodyne Pronamel Intensive Repair Sensitivity Toothpaste,8.49,0.0
4423,GROCERIES,Sandisk Black Ultra,38.98,36.0
4424,nan,Skin Ultra Sensitive Shave Cream,8.99,
4425,GROCERIES,Crest Pro-Health Advanced Gum Protection Toothpaste,2.99,554.0
4426,BABY ITEMS,Olay,9.99,158.0
4427,DAIRY,Olay,27.99,110.0
4428,nan,Diet Mountain Dew Citrus Soda Pop,3.33,
4429,nan,Diet Dr Pepper Soda,12.94,
4430,BABY ITEMS,Unscented Moisturizing Body Wash,10.99,21.0
4431,nan,Asus,205.98,
4432,nan,Flavored Sparkling,21.99,
4433,nan,Nature,3.74,
4434,nan,Uncle Lee,23.04,
4435,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,9.39,0.0
4436,FROZEN FOOD,Eggo Frozen,3.54,55.0
4437,nan,Purely Inspired Collagen Protein Powder,20.26,
4438,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
4439,nan,Propel Watermelon Flavored Enhanced,5.98,
4440,GROCERIES,Lavender Seaweed Argan Shampoo,10.39,6.0
4441,PET CARE,Sensodyne Pronamel Intensive Repair Sensitivity Toothpaste,8.49,0.0
4442,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
4443,nan,Pringles Potato Crisps Chips,1.74,
4444,HEALTH & MEDICINE,Advil Pm Pain Reliever,11.49,0.0
4445,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
4446,COOKIES,Olay Ultimate Eye Cream,30.99,225.0
4447,COOKIES,Pringles Potato Crisps Chips,6.49,278.0
4448,GROCERIES,Olay Micro-Exfoliating Wet Cleansing Cloths,13.49,11.0
4449,VITAMINS & SUPPLEMENTS,Align Probiotic Supplement,21.99,3.0
4450,nan,Propel Watermelon,1.0,
4451,nan,Ufc,13.99,
4452,nan,Bodyarmor Sport Drink,1.24,
4453,GROCERIES,Quaker Chewy Chocolate Chip Granola Bars,3.59,295.0
4454,GROCERIES,Febreze Odor-Eliminating,4.49,150.0
4455,GROCERIES,Organic Cold Pressed Pure Lime Juice,6.99,5.0
4456,nan,Bull Energy Drink,8.87,
4457,HEALTH CARE,Preparation H Anti Itch Cream,12.49,74.0
4458,nan,Wheat,8.99,
4459,nan,Coca-Cola Zero Sugar Soda Pop,4.88,
4460,GROCERIES,Organic Whole Wheat Shells,2.99,2.0
4461,nan,Diet Mountain Dew Citrus Soda Pop,3.33,
4462,COOKIES,Smartypants Prenatal,20.99,164.0
4463,nan,Pringles Potato Crisps Chips,2.24,
4464,nan,Apple,27.99,
4465,nan,Align Advanced Prebiotic Supplement,26.99,
4466,nan,Sunkist Orange Soda Pop,46.43,
4467,PERSONAL CARE,Orgain Clean Protein Chocolate Shake,27.33,0.0
4468,TVS & TV ACCESSORIES,Insignia Black Rf Modulator,14.99,0.0
4469,nan,Keratin Conditioner,13.79,
4470,nan,Skin Ultra Sensitive Shave Cream,8.99,
4471,PERSONAL CARE & PHARMACY,Olay,27.99,137.0
4472,nan,Pure,14.71,
4473,nan,Imported Hass,1.67,
4474,GROCERIES,Oral-B Bacteria Blast Manual Toothbrush,2.49,264.0
4475,COOKIES,Pringles Potato Crisps Chips,6.49,278.0
4476,nan,7Up Cherry,18.75,
4477,nan,Barq,6.18,
4478,GROCERIES,Crest Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste,6.99,328.0
4479,CONDIMENTS,Manuka Honey Marfura,11.49,34.0
4480,nan,Multi-Surface,3.89,
4481,nan,Rc Cola Soda,18.2,
4482,nan,Excedrin Migraine Pain Relief Caplets,3.69,
4483,nan,Excedrin Migraine Pain Relief Caplets,3.69,
4484,nan,Variety,20.99,
4485,GROCERIES,Olay Cleansing,10.99,3.0
4486,HEALTH CARE,Advil Pain Reliever,3.59,31.0
4487,HEALTH CARE,Preparation H Anti Itch Cream,12.49,74.0
4488,GROCERIES,Clear Gel Antiperspirant Deodorant,8.49,1.0
4489,nan,Coca-Cola Zero Sugar Soda Pop,4.88,
4490,CELL PHONE ACCESSORIES,Kate Spade,36.98,0.0
4491,nan,Olay Vitamin,7.49,
4492,GROCERIES,Gillette Mach3,9.99,60.0
4493,GROCERIES,Swedish Fish Mini Soft,7.24,328.0
4494,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
4495,nan,Speck Black Black White Presidio2 Grip Case,24.98,
4496,nan,Pure,14.71,
4497,CELL PHONE ACCESSORIES,Speck Clear Presidio Perfect,26.98,0.0
4498,nan,Lemon Hand Sanitizer Wipes,3.19,
4499,GROCERIES,Snack Mates Free-Range,4.99,11.0
4500,BEVERAGES,Ginger Hard Kombucha,4.49,2.0
4501,nan,Pringles Potato Crisps Chips,2.24,
4502,nan,Pineapple Chili Hard Kombucha,13.99,
4503,nan,Lipton Lemon Iced Tea,18.75,
4504,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
4505,DAIRY,Preparation H Rapid Relief Lidocaine Hemorrhoid Cream,24.39,113.0
4506,nan,Pringles Potato Crisps Chips,1.74,11.0
4507,nan,Bull Energy Drink,8.87,
4508,nan,Sunkist Grape Soda,17.99,
4509,COOKIES,Melatonin Calm Sleep,11.89,2.0
4510,PERSONAL CARE & PHARMACY,Deodorant,6.49,111.0
4511,BREAKFAST & CEREAL,Organic Honey Grahams,4.99,3.0
4512,nan,Nuun Sport Electrolyte Drink Enhancer,5.98,
4513,nan,Pringles Potato Crisps Chips,1.74,
4514,HEALTH & MEDICINE,Preparation H Hemorrhoid Relief Ointment Tube,7.39,214.0
4515,BEVERAGES,Ginger Herbal Elixir,3.79,2.0
4516,nan,Olay Moisture Outlast,7.99,
4517,nan,Caffeine-Free,48.63,
4518,nan,Kellogg,3.24,2.0
4519,nan,Sunkist Zero Sugar Orange Soda,15.4,
4520,nan,Latte,12.99,
4521,nan,Diet,2.88,
4522,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
4523,BEVERAGES,Canada Dry Ginger Ale Soda,2.88,0.0
4524,GROCERIES,Oral-B,8.99,76.0
4525,nan,Sunkist Grape Soda,17.99,
4526,nan,Electronic,30.98,
4527,GROCERIES,Spice Invisible,7.99,41.0
4528,nan,Pepsi Cola,10.18,
4529,nan,Sunkist Zero Sugar Orange Soda,15.4,
4530,nan,Pepsi Cola Soda Pop,3.33,
4531,GROCERIES,Spice Aqua Reef Scent Deodorant,7.99,188.0
4532,nan,Zero Sugar Lemon Lime Soda,2.88,
4533,nan,Bodyarmor Sport Drink,1.24,
4534,nan,Bull Energy Drink,8.87,
4535,BEVERAGES,Philips Norelco Bodygroom,55.98,82.0
4536,nan,Organic Soy Sauce,5.79,
4537,nan,Cashew Butter Masala,5.79,
4538,nan,Drench Sheet Mask,4.19,
4539,DAIRY,Whitening,5.09,27.0
4540,GROCERIES,Original Hot Sauce,3.19,3.0
4541,nan,Pringles Potato Crisps Chips,1.74,11.0
4542,nan,Sunkist Strawberry Lemonade Soda Cans,3.98,
4543,nan,Unicorn,3.99,
4544,nan,Diet Dr Pepper Soda,12.94,
4545,nan,Organic Vanilla Kids,5.49,
4546,nan,Lemon Lime Soda Pop,1.0,
4547,GROCERIES,Avocado,7.29,6.0
4548,BEVERAGES,Cooler,53.98,34.0
4549,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,6.69,
4550,BREAKFAST & CEREAL,Kellogg,3.79,494.0
4551,nan,Chocolate Oat Milk Cookie Dough Chunk Frozen Dessert,6.99,
4552,nan,Polar Beverages,0.98,
4553,BEVERAGES,Olay Deep Hydration Serum,35.99,137.0
4554,GROCERIES,Himalayan Pink,11.89,7.0
4555,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
4556,nan,Dunkin Original Blend Whole Bean Coffee,13.92,
4557,HEALTH CARE,Preparation H Hemorrhoid Cooling Gel Tube,12.49,80.0
4558,PERSONAL CARE,Parodontax Teeth Whitening Toothpaste,7.49,4.0
4559,GROCERIES,Organic Pure Black,10.49,4.0
4560,nan,Unscented Body Lotion,12.49,
4561,DAIRY,Cheez-It Cheese Crackers,6.59,305.0
4562,nan,Sunkist Grape Soda,17.99,
4563,nan,Lipton,2.48,
4564,nan,Purely Inspired Collagen Protein Powder,20.26,
4565,FROZEN FOOD,Eggo Frozen,3.54,55.0
4566,nan,Ibc Cream Soda Made,3.24,
4567,GROCERIES,Organic Hemp Hearts,13.59,9.0
4568,HEALTH & MEDICINE,Preparation H Hemorrhoid Relief Ointment Tube,7.39,214.0
4569,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,9.39,0.0
4570,nan,Gerber,2.34,
4571,DAIRY,Organic Dairy-Free Strawberry Probiotic,2.19,3.0
4572,DAIRY,Olay,27.99,110.0
4573,COOKIES,Fixodent Complete Original Denture Adhesive Cream,10.49,312.0
4574,nan,Pringles Potato Crisps Chips,2.24,
4575,HEALTH CARE,Advil Pain Reliever,3.59,31.0
4576,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,9.39,0.0
4577,HEALTH CARE,Advil Pain Reliever,3.59,31.0
4578,BEVERAGES,Canada Dry Ginger Ale Soda,2.88,0.0
4579,nan,Sensodyne Sensitive Teeth Rapid Relief Toothpaste,6.49,
